"","plant_code","mass_g","site","treatment","greenhouse","leaves_total","leaves_herbivory","proportion_herbivory","month","n.obs","X","lat","lon","ele_m","garden_area_m2","num_of_gardenplots","percent_dev_2km","percent_dev_200m","percent_dev_1km","percent_dev_500m","crop_pasture_2km","crop_pasture_200m","crop_pasture_500m","area_km2","country_code","Population.to.polygon.size.rating.for.the.country","Apportionment.confidence.for.the.country","Has.data","pop_den_2022","pop_tot_2022","med_networth_2022","med_houseincome_2022","med_dispincome_2022","tot_households_2022","wealth_index_2022","diversity_index_2022","tot_housingunits_2022","homeowners_growthRate_22_27","renter_hh_2020","tot_businesses_2022","poverty_index_2020","crime_index_2022","renter_occ_Hus_2022","med_age_2022","med_homevalue_2022","mean_homevalue_2022","pop_BA_2022","pop_gradDegree_2022","imp200m","imp500m","imp1km","imp1.5km","imp2km","n.obs.herb","n.obs.pred","n.obs.pol","bee.rare.richness","bee.shannon","bee.simpson","scaled_wealth_index_2022","pepper.obs"
"45","For-016",19.698,"Fortune","covered","midroom",102,7,0.06862745098,"July",116,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,3,8,95,13,5.5600527780777,4.09453197405005,-1.26861904681469,1
"46","For-016",19.698,"Fortune","covered","midroom",102,7,0.06862745098,"June",124,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,31,7,15,5,4.50320012840204,4.16666666666667,-1.26861904681469,1
"47","For-017",26.8465,"Fortune","covered","midroom",72,9,0.125,"August",78,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,9,2,57,9,4.81669776632179,3.73333333333333,-1.26861904681469,2
"48","For-017",26.8465,"Fortune","covered","midroom",72,9,0.125,"July",116,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,3,8,95,13,5.5600527780777,4.09453197405005,-1.26861904681469,2
"49","For-017",26.8465,"Fortune","covered","midroom",72,9,0.125,"June",124,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,31,7,15,5,4.50320012840204,4.16666666666667,-1.26861904681469,2
"50","For-018",16.43,"Fortune","covered","midroom",124,9,0.07258064516,"August",78,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,9,2,57,9,4.81669776632179,3.73333333333333,-1.26861904681469,1
"51","For-018",16.43,"Fortune","covered","midroom",124,9,0.07258064516,"July",116,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,3,8,95,13,5.5600527780777,4.09453197405005,-1.26861904681469,1
"52","For-018",16.43,"Fortune","covered","midroom",124,9,0.07258064516,"June",124,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,31,7,15,5,4.50320012840204,4.16666666666667,-1.26861904681469,1
"53","For-020",11.8906666666667,"Fortune","covered","backroom",101,12,0.1188118812,"August",78,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,9,2,57,9,4.81669776632179,3.73333333333333,-1.26861904681469,3
"54","For-020",11.8906666666667,"Fortune","covered","backroom",101,12,0.1188118812,"July",116,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,3,8,95,13,5.5600527780777,4.09453197405005,-1.26861904681469,3
"55","For-020",11.8906666666667,"Fortune","covered","backroom",101,12,0.1188118812,"June",124,2,40.0152236,-105.29005,1642,336.88,18,17.42508,30.796481,22.34535,18.22006,0,0,0,3.01559595,"US",2.191,2.576,1,4504.8,5245,51732,73146,59999,2449,121,32.2,2680,1.1,1567,939,157.4,171,1538,31.4,1191225,1303540,1408,1244,37.456043956044,26.3912655971479,25.0612844866576,23.9347,21.2636067781394,31,7,15,5,4.50320012840204,4.16666666666667,-1.26861904681469,3
"56","Haw-021",17.3008,"Hawthorne","uncovered","midroom",70,5,0.07142857143,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,5
"57","Haw-021",17.3008,"Hawthorne","uncovered","midroom",70,5,0.07142857143,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,5
"58","Haw-021",17.3008,"Hawthorne","uncovered","midroom",70,5,0.07142857143,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,5
"59","Haw-022",10.2324,"Hawthorne","uncovered","midroom",106,11,0.1037735849,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,5
"60","Haw-022",10.2324,"Hawthorne","uncovered","midroom",106,11,0.1037735849,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,5
"61","Haw-022",10.2324,"Hawthorne","uncovered","midroom",106,11,0.1037735849,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,5
"62","Haw-023",9.47942857142857,"Hawthorne","uncovered","backroom",112,8,0.07142857143,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,7
"63","Haw-023",9.47942857142857,"Hawthorne","uncovered","backroom",112,8,0.07142857143,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,7
"64","Haw-023",9.47942857142857,"Hawthorne","uncovered","backroom",112,8,0.07142857143,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,7
"65","Haw-024",16.4705,"Hawthorne","uncovered","midroom",78,6,0.07692307692,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,2
"66","Haw-024",16.4705,"Hawthorne","uncovered","midroom",78,6,0.07692307692,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,2
"67","Haw-024",16.4705,"Hawthorne","uncovered","midroom",78,6,0.07692307692,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,2
"68","Haw-025",21.386,"Hawthorne","uncovered","midroom",83,3,0.03614457831,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,1
"69","Haw-025",21.386,"Hawthorne","uncovered","midroom",83,3,0.03614457831,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,1
"70","Haw-025",21.386,"Hawthorne","uncovered","midroom",83,3,0.03614457831,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,1
"71","Haw-027",15.3645,"Hawthorne","covered","backroom",87,9,0.1034482759,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,2
"72","Haw-027",15.3645,"Hawthorne","covered","backroom",87,9,0.1034482759,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,2
"73","Haw-027",15.3645,"Hawthorne","covered","backroom",87,9,0.1034482759,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,2
"74","Haw-028",16.3426,"Hawthorne","covered","midroom",98,8,0.08163265306,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,5
"75","Haw-028",16.3426,"Hawthorne","covered","midroom",98,8,0.08163265306,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,5
"76","Haw-028",16.3426,"Hawthorne","covered","midroom",98,8,0.08163265306,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,5
"77","Haw-029",14.911,"Hawthorne","covered","midroom",77,8,0.1038961039,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,2
"78","Haw-029",14.911,"Hawthorne","covered","midroom",77,8,0.1038961039,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,2
"79","Haw-029",14.911,"Hawthorne","covered","midroom",77,8,0.1038961039,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,2
"80","Haw-030",13.8213333333333,"Hawthorne","covered","backroom",93,3,0.03225806452,"August",110,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,18,4,49,7,2.9342679699201,1.94283201407212,1.73541062487114,3
"81","Haw-030",13.8213333333333,"Hawthorne","covered","backroom",93,3,0.03225806452,"July",193,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,14,4,129,14,3.85329790911916,2.16885245901639,1.73541062487114,3
"82","Haw-030",13.8213333333333,"Hawthorne","covered","backroom",93,3,0.03225806452,"June",124,3,40.0333295,-105.27708,1644,18238.58,200,30.78932,2.864789,17.99087,20.28271,0.02864789,0,0,3.01559595,"US",2.191,2.576,1,5343,6221,601239,133830,104588,2543,235,36.1,2662,-0.09,598,259,63.03,66,632,42.1,964030,1118969,1659,2202,22.6758241758242,34.3484848484849,33.305065581185,33.1763,33.9018628661205,25,32,8,5,5,5,1.73541062487114,3
"83","Hic-031",14.1302,"Hickory","uncovered","backroom",23,3,0.1304347826,"August",108,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,14,4,25,8,5.33564051851863,4.04587155963303,-0.899703122221697,5
"84","Hic-031",14.1302,"Hickory","uncovered","backroom",23,3,0.1304347826,"July",82,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,5,6,40,7,3.34685542957177,2.48123980424144,-0.899703122221697,5
"85","Hic-031",14.1302,"Hickory","uncovered","backroom",23,3,0.1304347826,"June",258,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,49,24,9,5,5,5,-0.899703122221697,5
"86","Hic-032",13.0920833333333,"Hickory","uncovered","backroom",74,7,0.09459459459,"August",108,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,14,4,25,8,5.33564051851863,4.04587155963303,-0.899703122221697,12
"87","Hic-032",13.0920833333333,"Hickory","uncovered","backroom",74,7,0.09459459459,"July",82,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,5,6,40,7,3.34685542957177,2.48123980424144,-0.899703122221697,12
"88","Hic-032",13.0920833333333,"Hickory","uncovered","backroom",74,7,0.09459459459,"June",258,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,49,24,9,5,5,5,-0.899703122221697,12
"89","Hic-033",22.311,"Hickory","uncovered","midroom",125,12,0.096,"August",108,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,14,4,25,8,5.33564051851863,4.04587155963303,-0.899703122221697,1
"90","Hic-033",22.311,"Hickory","uncovered","midroom",125,12,0.096,"July",82,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,5,6,40,7,3.34685542957177,2.48123980424144,-0.899703122221697,1
"91","Hic-033",22.311,"Hickory","uncovered","midroom",125,12,0.096,"June",258,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,49,24,9,5,5,5,-0.899703122221697,1
"92","Hic-034",14.6942,"Hickory","uncovered","backroom",48,2,0.04166666667,"August",108,4,40.0015955,-105.23297,1610,2736.12,28,36.54755,20.053523,26.67119,39.64868,5.14229621,0,0,3.01559595,"US",2.191,2.576,1,6239.7,7265,175126,95463,77416,3295,135,44.8,3564,0.46,1335,214,73.19,78,1473,39.4,715416,756463,2005,2429,28.9387755102041,41.4705882352941,34.3425160697888,30.4408,33.7759523279127,14,4,25,8,5.33564051851863,4.04587155963303,-0.899703122221697,5
